188.221, 129.187, 8.333, 19.790 False
187.944, 129.190, 8.333, 19.823 False
187.666, 129.193, 8.333, 19.856 False
187.388, 129.196, 8.333, 19.889 False
187.110, 129.199, 8.333, 19.922 False
186.833, 129.202, 8.333, 19.955 False
186.555, 129.205, 8.333, 19.988 False
186.277, 129.209, 8.333, 20.021 False
185.999, 129.212, 8.333, 20.054 False
185.722, 129.215, 8.333, 20.087 False
185.444, 129.218, 8.333, 20.120 False
185.166, 129.221, 8.333, 20.153 False
184.888, 129.224, 8.333, 20.186 False
184.611, 129.228, 8.333, 20.219 False
184.333, 129.231, 8.333, 20.252 False
184.055, 129.234, 8.333, 20.285 False
183.778, 129.237, 8.333, 20.318 False
183.500, 129.241, 8.333, 20.351 False
183.222, 129.244, 8.333, 20.384 False
182.944, 129.247, 8.333, 20.417 False
182.667, 129.251, 8.333, 20.450 False
182.389, 129.254, 8.333, 20.483 False
182.111, 129.257, 8.333, 20.516 False
181.833, 129.261, 8.333, 20.549 False
181.556, 129.264, 8.333, 20.582 False
181.278, 129.267, 8.333, 20.615 False
181.000, 129.271, 8.333, 20.648 False
180.722, 129.274, 8.333, 20.681 False
180.445, 129.277, 8.333, 20.714 False
180.167, 129.281, 8.333, 20.747 False
179.889, 129.284, 8.333, 20.780 False
179.611, 129.287, 8.333, 20.813 False
179.334, 129.291, 8.333, 20.846 False
179.056, 129.294, 8.333, 20.879 False
178.778, 129.297, 8.333, 20.912 False
178.501, 129.301, 8.333, 20.945 False
178.223, 129.304, 8.333, 20.978 False
177.945, 129.308, 8.333, 21.011 False
177.667, 129.311, 8.333, 21.044 False
177.390, 129.314, 8.333, 21.077 False
177.112, 129.318, 8.333, 21.110 False
176.834, 129.321, 8.333, 21.143 False
176.556, 129.324, 8.333, 21.176 False
176.279, 129.328, 8.333, 21.209 False
176.001, 129.331, 8.333, 21.242 False
175.723, 129.334, 8.333, 21.275 False
175.445, 129.337, 8.333, 21.308 False
175.168, 129.340, 8.333, 21.341 False
174.890, 129.343, 8.330, 21.374 False
174.613, 129.346, 8.310, 21.407 False
174.337, 129.349, 8.281, 21.440 False
174.062, 129.352, 8.228, 21.473 False
173.791, 129.356, 8.143, 21.506 False
173.523, 129.358, 8.034, 21.539 False
173.259, 129.361, 7.904, 21.572 False
173.000, 129.364, 7.760, 21.605 False
172.746, 129.367, 7.604, 21.638 False
172.498, 129.370, 7.440, 21.671 False
172.255, 129.372, 7.271, 21.704 False
172.018, 129.375, 7.095, 21.737 False
171.787, 129.377, 6.921, 21.770 False
171.561, 129.380, 6.749, 21.803 False
171.341, 129.382, 6.586, 21.836 False
